entry_dt,exit_dt,side,entry_px,exit_px,pnl,bars,entry_adx,entry_atr,regime,exit_reason
2025-01-24 13:05:00,2025-01-24 13:10:00,SHORT,105435.05732499088,105435.05732499088,-6.853331743943206,,19.226186371511666,148.77843835942636,0,EXIT_SHORT
2025-01-24 14:40:00,2025-01-24 14:45:00,SHORT,106066.62472279173,106066.62472279173,-54.09472748059204,,14.348895855081818,311.4562528600803,1,EXIT_SHORT
2025-01-24 18:00:00,2025-01-24 18:55:00,LONG,106707.00480467094,106304.92761595469,-2.8100382021264902,11.0,17.788625478181487,267.164491505772,1,SL
2025-01-24 18:55:00,2025-01-24 19:00:00,SHORT,106304.92761595469,106304.92761595469,-15.876090801835485,,17.66264471077524,274.88417068393045,1,EXIT_SHORT
2025-01-24 23:00:00,2025-01-25 06:05:00,SHORT,104501.85335027266,104501.85335027266,-6.63465368696507,,25.94907231857542,116.0442982026661,2,EXIT_SHORT
2025-01-28 15:30:00,2025-01-28 15:40:00,LONG,103427.53962438366,102916.45851714253,-3.373959499892822,2.0,22.772596242285687,353.4708405569733,1,SL
2025-01-28 15:40:00,2025-01-28 15:45:00,SHORT,102916.45851714253,102916.45851714253,-17.683564667600066,,22.179839087350146,353.2422090886184,1,EXIT_SHORT
2025-01-29 17:30:00,2025-01-29 18:00:00,LONG,102508.34603958673,102212.77363714973,-2.3650503484576157,6.0,22.883009223938974,209.44505166493803,1,SL
2025-01-29 18:00:00,2025-01-29 18:05:00,SHORT,102212.77363714973,102212.77363714973,-4.496820331321345,,22.31718094171783,222.26469083172805,1,EXIT_SHORT
2025-01-29 19:40:00,2025-01-29 19:45:00,SHORT,103099.49084446073,103099.49084446073,-39.82898416251867,,27.71747761860684,492.11166322913505,1,EXIT_SHORT
2025-01-29 20:25:00,2025-01-29 20:30:00,SHORT,104495.53593812115,104495.53593812115,-11.735674368622487,,27.42163487515688,536.5549995481314,1,EXIT_SHORT
2025-01-30 02:55:00,2025-01-30 03:50:00,LONG,104634.67506878193,105182.21003833269,1.5562149654836812,11.0,28.208299630937717,183.52989943126312,1,TP
2025-01-30 03:50:00,2025-01-30 06:05:00,SHORT,105182.21003833269,105182.21003833269,-35.16058123599593,,25.643993755503132,159.54518976764086,1,EXIT_SHORT
2025-01-30 11:20:00,2025-01-30 12:15:00,LONG,105192.98,105039.49248354846,-1.6548266720881193,11.0,12.123111757246804,97.33726294129437,1,SL
2025-01-30 12:15:00,2025-01-30 12:20:00,SHORT,105039.49248354846,105039.49248354846,-14.400260992360868,,12.886093015619565,99.85674415977338,1,EXIT_SHORT
2025-01-30 14:45:00,2025-01-30 14:50:00,SHORT,105499.95503290308,105499.95503290308,-35.44879254176105,,24.16273813652771,249.4393073904983,1,EXIT_SHORT
2025-01-30 17:25:00,2025-01-30 17:35:00,LONG,105355.27,105000.81289213462,-2.54922031000227,2.0,21.398133311749014,230.55699397703722,1,SL
2025-01-30 17:35:00,2025-01-30 17:40:00,SHORT,105000.81289213462,105000.81289213462,-9.829284026622215,,22.68222746379549,231.1972086929624,1,EXIT_SHORT
2025-01-31 02:25:00,2025-01-31 06:05:00,SHORT,104360.90758400655,104360.90758400655,-21.333397050088124,,12.9220686957568,106.89778482684692,2,EXIT_SHORT
2025-01-31 19:20:00,2025-01-31 22:45:00,SHORT,102386.23324994119,102386.23324994119,-21.539250400910014,,26.226151538786546,207.04866063123742,0,EXIT_SHORT
2025-02-02 17:55:00,2025-02-02 20:05:00,SHORT,97027.71393030713,97027.71393030713,-146.14928821820232,,31.153475943182134,386.95515768287595,0,EXIT_SHORT
2025-02-03 22:05:00,2025-02-03 22:45:00,LONG,102082.14585355853,101557.84196769609,-3.335721835523052,8.0,27.828377279119206,328.6653641663243,1,SL
2025-02-03 22:45:00,2025-02-03 22:50:00,SHORT,101557.84196769609,101557.84196769609,-11.770968055449973,,26.53558128367599,311.86855244015794,1,EXIT_SHORT
2025-02-04 12:30:00,2025-02-04 13:55:00,LONG,99440.82314432008,99150.85351511653,-2.2787548182942006,17.0,20.497625041250622,198.44868273475066,0,SL
2025-02-04 13:55:00,2025-02-04 14:00:00,SHORT,99150.85351511653,99150.85351511653,-3.7548151141186086,,20.74574839058574,201.31091968226772,0,EXIT_SHORT
2025-02-04 14:30:00,2025-02-04 14:35:00,SHORT,100020.76240272718,100020.76240272718,-16.85563321581143,,25.74259201285387,354.2766044118847,0,EXIT_SHORT
2025-02-05 18:10:00,2025-02-05 19:30:00,SHORT,97282.91659578659,97282.91659578659,-0.9140869353508176,16.0,30.24134721173754,264.367983110531,0,SL
2025-02-05 19:30:00,2025-02-05 19:35:00,LONG,97282.91659578659,97282.91659578659,-20.67573597316828,,28.747406415456773,264.080984316922,0,EXIT
2025-02-07 14:05:00,2025-02-07 14:20:00,LONG,99044.13678266159,99915.00750180487,3.1257837233529115,3.0,44.83254411849868,295.7981000920541,1,TP
2025-02-07 14:20:00,2025-02-07 14:25:00,SHORT,99915.00750180487,99915.00750180487,4.487277436953018,,46.8462143709713,290.0639500854791,1,EXIT_SHORT
2025-02-07 15:00:00,2025-02-07 15:05:00,SHORT,99044.13678266159,99044.13678266159,-2.102087990875823,,42.29666514880042,382.01534481544104,1,EXIT_SHORT
2025-02-10 08:10:00,2025-02-10 08:15:00,LONG,97827.81837543656,97600.61096298494,-1.9891263405847228,1.0,18.924236862756622,163.7329219938653,1,SL
2025-02-10 08:15:00,2025-02-10 08:20:00,SHORT,97600.61096298494,97600.61096298494,-20.62645281624455,,19.72784884810674,162.34271328001807,1,EXIT_SHORT
2025-02-10 10:25:00,2025-02-10 10:35:00,LONG,97929.59919639233,97720.45792983708,-1.898168756013474,2.0,14.637840211417059,138.891221251148,1,SL
2025-02-10 10:35:00,2025-02-10 10:40:00,SHORT,97720.45792983708,97720.45792983708,-21.203776873411265,,13.666415110495864,139.18970544749507,1,EXIT_SHORT
2025-02-10 13:55:00,2025-02-10 14:00:00,SHORT,98282.23320033982,98282.23320033982,-9.686033767452926,,27.37821401394681,175.52480268170228,1,EXIT_SHORT
2025-02-11 05:55:00,2025-02-11 06:05:00,SHORT,98347.88172950283,98347.88172950283,-9.386940687315047,,35.207970884136934,117.67687119307298,2,EXIT_SHORT
2025-02-14 17:35:00,2025-02-14 17:50:00,LONG,97787.6272429319,98538.35601567104,2.5954228641177672,3.0,25.495113824630966,269.0962516651969,1,TP
2025-02-14 17:50:00,2025-02-14 17:55:00,SHORT,98538.35601567104,98538.35601567104,-20.905611604956988,,27.92444051480349,274.26866226053966,1,EXIT_SHORT
2025-02-14 19:50:00,2025-02-14 20:30:00,SHORT,97787.6272429319,97787.6272429319,-29.0206483538345,,18.777650804635584,208.1612733538078,2,EXIT_SHORT
2025-02-26 12:15:00,2025-02-26 15:10:00,SHORT,88359.37909489237,88359.37909489237,-0.9056498392453921,35.0,38.5027388666523,460.0537204008414,0,SL
2025-02-26 15:10:00,2025-02-26 15:15:00,LONG,88359.37909489237,88359.37909489237,-14.90996630738201,,37.465723721286146,447.03202608649565,0,EXIT
2025-02-27 14:15:00,2025-02-27 14:25:00,SHORT,85683.8910543792,86115.88582613404,-3.166729453293362,2.0,25.49829615009271,307.8423517910483,1,SL
2025-02-27 14:25:00,2025-02-27 14:30:00,LONG,86115.88582613404,86115.88582613404,2.3279699706998187,,24.754303826121117,308.1214695202592,1,EXIT
2025-02-27 16:50:00,2025-02-27 17:30:00,SHORT,84507.19045004071,84995.86896769084,-3.478936117057113,8.0,32.926078898488576,314.04871727691517,0,SL
2025-02-27 17:30:00,2025-02-27 17:35:00,LONG,84995.86896769084,84995.86896769084,-25.14782722744367,,31.41809480399718,306.68380889999287,0,EXIT
2025-02-27 19:05:00,2025-02-27 21:30:00,SHORT,84289.25414072728,84289.25414072728,-0.8966358358859092,29.0,27.292889302929975,352.0756946420307,0,SL
2025-02-27 21:30:00,2025-02-27 21:35:00,LONG,84289.25414072728,84289.25414072728,-8.923852016530308,,26.89118866545135,346.47028788188504,0,EXIT
2025-03-01 16:55:00,2025-03-01 17:00:00,LONG,85263.30738981512,85025.04753362424,-2.163598759485601,1.0,20.398488444860252,168.37776811816488,1,
2025-03-01 17:00:00,2025-03-01 17:05:00,SHORT,85025.04753362424,85025.04753362424,-11.34813455838313,,21.003106215943077,165.92221325258168,1,EXIT_SHORT
2025-03-01 17:05:00,2025-03-01 21:35:00,LONG,84999.99,84999.99,7.897811364547271e-15,,25.505419345178204,117.68235812994325,1,TP
2025-03-01 21:35:00,2025-03-01 21:40:00,SHORT,85739.82710219688,85739.82710219688,-1.9652760170406331,,25.730353677693014,116.48290397780441,1,EXIT_SHORT
2025-03-02 16:15:00,2025-03-02 16:35:00,LONG,88836.23998111169,90595.36103445994,8.056496730748647,4.0,45.34121837859629,720.8487700843363,1,TP
2025-03-02 16:35:00,2025-03-02 16:40:00,SHORT,90595.36103445994,90595.36103445994,-89.5015204884381,,47.449403232896415,776.1395722211693,1,EXIT_SHORT
2025-03-02 17:45:00,2025-03-02 17:50:00,LONG,94872.00794918265,93652.89447794558,-6.611612824660461,1.0,63.493476325051176,812.4671488610429,1,SL
2025-03-02 17:50:00,2025-03-02 17:55:00,SHORT,93652.89447794558,93652.89447794558,-20.530903747512724,,64.41980508262247,791.1780667995408,1,EXIT_SHORT
2025-03-02 20:30:00,2025-03-03 00:35:00,LONG,94038.28,93507.94525420028,-3.379563230372139,49.0,20.99424014833825,318.819302847293,1,SL
2025-03-03 00:35:00,2025-03-03 06:05:00,SHORT,93507.94525420028,93507.94525420028,10.994912355794522,,19.25729324333785,174.2165431577768,1,EXIT_SHORT
2025-03-03 11:00:00,2025-03-03 13:40:00,LONG,92595.60162084141,93368.26860089839,2.8152454280005816,32.0,26.63462538152937,241.36879412719767,0,TP
2025-03-03 13:40:00,2025-03-03 13:45:00,SHORT,93368.26860089839,93368.26860089839,-32.74359828366248,,28.204489519246966,248.1967374038269,0,EXIT_SHORT
2025-03-03 14:35:00,2025-03-03 14:40:00,SHORT,92595.60162084141,92595.60162084141,57.22430967027189,,32.68860633869795,438.78197619145897,0,EXIT_SHORT
2025-03-03 18:25:00,2025-03-03 18:30:00,SHORT,87956.67945443756,87956.67945443756,1.183540112471098,,31.982367817689088,543.0931960473115,0,EXIT_SHORT
2025-03-05 07:00:00,2025-03-05 07:15:00,LONG,87641.1422093823,87406.63673326907,-2.082492810521029,3.0,26.17043521675402,152.29202770183988,1,SL
2025-03-05 07:15:00,2025-03-05 07:20:00,SHORT,87406.63673326907,87406.63673326907,-12.714741712927644,,26.7094073798195,154.03831143742312,1,EXIT_SHORT
2025-03-05 08:40:00,2025-03-05 08:55:00,LONG,87892.4011652568,87688.72570275613,-1.9198271806222578,3.0,38.24775795694723,137.27118467297944,1,SL
2025-03-05 08:55:00,2025-03-05 09:00:00,SHORT,87688.72570275613,87688.72570275613,-18.486298606480705,,37.226738857389904,142.9518143391954,1,EXIT_SHORT
2025-03-05 09:05:00,2025-03-05 09:15:00,SHORT,88204.70736070757,88204.70736070757,-31.222945722829337,,41.09371337190413,176.9688542650196,1,EXIT_SHORT
2025-03-05 10:20:00,2025-03-05 10:25:00,LONG,88778.0667895311,89370.89878783992,2.0650880766131006,1.0,43.388289605370076,239.50847566701384,1,TP
2025-03-05 10:25:00,2025-03-05 10:30:00,SHORT,89370.89878783992,89370.89878783992,-30.91799986234128,,45.4438293516872,283.7678702622271,1,EXIT_SHORT
2025-03-05 12:05:00,2025-03-05 13:10:00,LONG,90156.76261127634,89731.01131302983,-2.968938545001317,13.0,35.37146310281678,353.30509457843533,1,SL
2025-03-05 13:10:00,2025-03-05 13:15:00,SHORT,89731.01131302983,89731.01131302983,-12.20356011590983,,33.15409994130682,353.32187353711805,1,EXIT_SHORT
2025-03-05 14:35:00,2025-03-05 14:40:00,SHORT,88481.6507903767,88481.6507903767,-32.84029131287738,,25.473144470479888,462.6271891590184,1,EXIT_SHORT
2025-03-05 19:05:00,2025-03-06 01:45:00,LONG,90017.62,91008.26520776936,3.923829773265934,80.0,22.9511608510285,281.3850421690664,1,TP
2025-03-06 01:45:00,2025-03-06 06:05:00,SHORT,91121.95657378297,91121.95657378297,-226.24487201096457,,45.35949811425436,215.11128904072527,1,EXIT_SHORT
2025-03-06 14:30:00,2025-03-06 14:35:00,SHORT,89412.04191290613,89412.04191290613,-26.079570235374504,,41.69662822656868,370.61884134479936,0,EXIT_SHORT
2025-03-07 20:55:00,2025-03-08 07:00:00,SHORT,86753.22368626864,86753.22368626864,0.5528994986047969,,14.000221173995426,124.96638176231465,0,TIME_STOP
2025-03-11 13:05:00,2025-03-11 13:25:00,SHORT,80939.264104002,81328.29839841045,-2.864371784579734,4.0,25.012828026616496,348.1767352596155,1,SL
2025-03-11 13:25:00,2025-03-11 13:30:00,LONG,81328.29839841045,81328.29839841045,-3.2682129891814995,,24.43691032752236,393.6241113124992,1,EXIT
2025-03-11 14:35:00,2025-03-11 14:50:00,SHORT,79654.90440226613,80497.71729120705,-5.285625273337784,3.0,28.762993217696494,595.3613719638531,1,SL
2025-03-11 14:50:00,2025-03-11 14:55:00,LONG,80497.71729120705,80497.71729120705,-28.709399928144922,,27.616145203601246,599.4748453950073,1,EXIT
2025-03-11 16:50:00,2025-03-11 17:00:00,LONG,81840.88663999965,81198.40837987623,-4.1441553029119405,2.0,22.288833936737422,414.46104068319266,1,SL
2025-03-11 17:00:00,2025-03-11 17:05:00,SHORT,81198.40837987623,81198.40837987623,-15.617303054754863,,21.731571846582153,398.1931092058223,1,EXIT_SHORT
2025-03-11 18:10:00,2025-03-11 18:50:00,LONG,82222.72854261461,83125.8431602465,3.760201902881367,8.0,32.21813583660402,380.4843043068587,1,TP
2025-03-11 18:50:00,2025-03-11 18:55:00,SHORT,83288.26626095868,83288.26626095868,-35.64353021125746,,33.98555841939987,366.286853999226,1,EXIT_SHORT
2025-03-11 21:30:00,2025-03-11 23:00:00,LONG,83215.03,82908.35610452408,-2.3629587151697495,18.0,17.388637104761223,175.2912592318295,1,SL
2025-03-11 23:00:00,2025-03-12 06:05:00,SHORT,82908.35610452408,82908.35610452408,70.20447045945936,,23.50307188729877,159.85093958556848,0,EXIT_SHORT
2025-03-12 06:10:00,2025-03-12 06:15:00,SHORT,81612.75964853601,81612.75964853601,-13.453541664061827,,25.12787191469277,163.3760652549037,0,EXIT_SHORT
2025-03-12 08:00:00,2025-03-12 08:15:00,LONG,82621.13014442501,82272.14599824385,-2.612509086267533,3.0,32.34383142673283,261.28556344995366,1,SL
2025-03-12 08:15:00,2025-03-12 08:20:00,SHORT,82272.14599824385,82272.14599824385,-24.335076062061276,,31.113665744276105,281.01159463210064,1,EXIT_SHORT
2025-03-12 10:55:00,2025-03-12 11:55:00,LONG,82501.48,83049.44801527908,1.935416606460469,12.0,19.259319220642805,164.7332936578361,1,TP
2025-03-12 11:55:00,2025-03-12 12:00:00,SHORT,83049.44801527908,83049.44801527908,-9.088253590784209,,20.76689140479056,165.00734411084832,1,EXIT_SHORT
2025-03-12 12:25:00,2025-03-12 12:35:00,SHORT,83571.903963512,83571.903963512,-37.86449874603044,,33.459871715810394,298.9876485186805,1,EXIT_SHORT
2025-03-12 13:55:00,2025-03-12 15:10:00,SHORT,82501.48,82501.48,112.39741294478537,,37.15952341823476,395.0347687436879,0,EXIT_SHORT
2025-03-12 21:00:00,2025-03-12 21:45:00,LONG,83248.70086823453,82989.22928360794,-2.1666331823143152,9.0,20.243622427191816,149.07298927167724,0,SL
2025-03-12 21:45:00,2025-03-12 21:50:00,SHORT,82989.22928360794,82989.22928360794,-16.35167186963354,,19.464174744009448,151.45920432370002,0,EXIT_SHORT
2025-03-12 23:50:00,2025-03-13 06:05:00,SHORT,83822.93916049022,83822.93916049022,132.98052625530187,,23.819882983344378,137.95018491568493,1,EXIT_SHORT
2025-03-13 11:10:00,2025-03-13 11:15:00,LONG,83058.4,83058.4,-1.3329104782524128,,13.928490412431954,169.4689631702156,1,EXIT
2025-03-13 11:25:00,2025-03-13 11:30:00,SHORT,82801.56936718657,82801.56936718657,-18.850318790406313,,15.045299258758426,163.5693848706134,1,EXIT_SHORT
2025-03-13 12:30:00,2025-03-13 12:35:00,SHORT,83572.06126562685,83572.06126562685,27.39299302902092,,20.261353752673536,252.2126724954399,1,EXIT_SHORT
2025-03-14 11:35:00,2025-03-14 12:00:00,LONG,83344.42695113545,83161.59231416526,-1.8027311479957475,5.0,34.0712404020207,127.85283741468514,1,SL
2025-03-14 12:00:00,2025-03-14 12:05:00,SHORT,83161.59231416526,83161.59231416526,-8.28113828918276,,32.32640397400351,126.57763474220764,1,EXIT_SHORT
2025-03-14 13:30:00,2025-03-14 13:35:00,SHORT,83710.09622507585,83710.09622507585,-11.33504534424274,,20.63322091495243,158.8403899822858,1,EXIT_SHORT
2025-03-14 13:40:00,2025-03-14 13:45:00,SHORT,83389.44879820144,83389.44879820144,-3.544005764994603,,19.364962004458267,193.7293158520729,1,EXIT_SHORT
2025-03-14 15:00:00,2025-03-14 15:05:00,SHORT,84078.94761119252,84078.94761119252,-6.540511163962299,,20.638857529861212,347.64968016212333,1,EXIT_SHORT
2025-03-14 17:40:00,2025-03-14 19:00:00,LONG,84406.16,84406.16,-0.023253771196564132,,12.445194163574728,190.5208444590267,1,EXIT
2025-03-14 20:15:00,2025-03-14 20:20:00,SHORT,84016.94385730337,84016.94385730337,-12.283562514154974,,17.583801038700926,184.0097137323766,1,EXIT_SHORT
2025-03-15 01:15:00,2025-03-15 01:20:00,LONG,84551.26228167904,84412.77931506823,-1.5520357363784714,1.0,22.445375457145367,96.04112218764385,1,SL
2025-03-15 01:20:00,2025-03-15 06:05:00,SHORT,84412.77931506823,84412.77931506823,0.9822046236350523,,17.442912628085654,58.7874879177693,2,EXIT_SHORT
2025-03-16 16:05:00,2025-03-17 07:55:00,SHORT,84828.22821490066,84828.22821490066,86.2277982503782,,22.30811926676273,126.8717330071609,2,EXIT_SHORT
2025-03-19 11:20:00,2025-03-19 12:20:00,LONG,83836.46691935789,83646.23218223784,-1.85043058716667,12.0,26.762786226230435,132.00713968505698,2,SL
2025-03-19 12:20:00,2025-03-19 12:25:00,SHORT,83646.23218223784,83646.23218223784,-10.717236614799305,,24.907121100913365,130.573058278981,2,EXIT_SHORT
2025-03-19 13:15:00,2025-03-19 13:20:00,SHORT,84216.93639359796,84216.93639359796,-19.066577638988644,,24.084785587191107,182.1981970015823,1,EXIT_SHORT
2025-03-19 15:05:00,2025-03-19 15:15:00,LONG,84467.44348816045,84172.714291554,-2.3654331251452656,2.0,29.600222366225733,202.45074566833398,1,SL
2025-03-19 15:15:00,2025-03-19 15:20:00,SHORT,84172.714291554,84172.714291554,-10.204498358410074,,28.721961626995085,201.62069240631027,1,EXIT_SHORT
2025-03-19 18:50:00,2025-03-19 18:55:00,SHORT,85120.63061348755,85120.63061348755,-58.45744898871526,,23.665451014959377,376.22193017756797,1,EXIT_SHORT
2025-03-19 20:15:00,2025-03-19 20:40:00,LONG,85848.88238513083,85376.11057464399,-3.205421224574416,5.0,25.766472853703398,264.6404947666791,1,SL
2025-03-19 20:40:00,2025-03-19 20:45:00,SHORT,85376.11057464399,85376.11057464399,-12.488151747085093,,24.077073923168495,256.51117371191646,1,EXIT_SHORT
2025-03-19 22:35:00,2025-03-19 22:40:00,LONG,85981.5351759865,86442.93501391802,1.4318337807471235,1.0,26.641521314749035,180.83423555023043,1,TP
2025-03-19 22:40:00,2025-03-19 22:45:00,SHORT,86442.93501391802,86442.93501391802,-5.983644552586029,,28.692325208861156,186.96821872521443,1,EXIT_SHORT
2025-03-19 23:25:00,2025-03-20 06:05:00,SHORT,86273.71850400967,86273.71850400967,36.59085166099233,,23.307246915823843,102.11447584701996,1,EXIT_SHORT
2025-03-20 08:40:00,2025-03-20 09:20:00,LONG,86034.57014328439,86034.57014328439,-0.8543012930415624,8.0,21.049585993537374,90.80494686139244,1,SL
2025-03-20 09:20:00,2025-03-20 09:25:00,SHORT,86034.57014328439,86034.57014328439,-14.609725452109247,,19.608351889188818,91.55816494272092,1,EXIT_SHORT
2025-03-20 14:15:00,2025-03-20 14:20:00,SHORT,86303.13840027063,86303.13840027063,-15.857441328396094,,29.05523731014248,222.53984207007335,2,EXIT_SHORT
2025-03-24 08:20:00,2025-03-24 09:50:00,LONG,87328.50810772467,87143.80961779997,-1.746738680893631,18.0,18.76287955778365,118.66185474919841,2,SL
2025-03-24 09:50:00,2025-03-24 09:55:00,SHORT,87143.80961779997,87143.80961779997,-15.895477632805392,,18.327040134503786,116.56815083854181,2,EXIT_SHORT
2025-03-24 10:35:00,2025-03-24 10:35:00,LONG,87641.08233620792,87641.08233620792,-9.087778216870653,,19.4144884599942,124.78965093341189,1,TP
2025-03-24 10:35:00,2025-03-24 10:40:00,SHORT,87697.90508757408,87697.90508757408,-0.05927922342362886,,21.461536856566465,126.48967586673936,1,EXIT_SHORT
2025-03-24 14:10:00,2025-03-24 14:30:00,LONG,88291.21173868762,87990.05747248179,-2.288045678682231,4.0,35.37541036963813,243.25526910843882,1,SL
2025-03-24 14:30:00,2025-03-24 14:35:00,SHORT,87990.05747248179,87990.05747248179,-7.0063088787102,,33.93824738948902,243.33917845783557,1,EXIT_SHORT
2025-03-24 16:05:00,2025-03-24 16:15:00,LONG,88452.11270454603,88143.5443683962,-2.3263042394792124,2.0,20.56351002380861,203.5649789432731,1,SL
2025-03-24 16:15:00,2025-03-24 16:20:00,SHORT,88143.5443683962,88143.5443683962,-12.755134084759677,,19.303260391477085,198.30819473303941,1,EXIT_SHORT
2025-04-01 09:50:00,2025-04-01 10:05:00,LONG,84374.92912798647,84195.21281110855,-1.741392067503802,3.0,49.29774297363147,121.1034361469399,2,SL
2025-04-01 10:05:00,2025-04-01 10:10:00,SHORT,84195.21281110855,84195.21281110855,-10.842540960245282,,48.08622151179568,125.52461927930133,2,EXIT_SHORT
2025-04-01 15:10:00,2025-04-01 15:15:00,SHORT,84734.36176174233,84734.36176174233,-26.999067911358317,,37.00005155391747,303.7356365009458,1,EXIT_SHORT
2025-04-01 17:50:00,2025-04-01 18:00:00,LONG,85247.53,84970.62988135369,-2.1970614705393983,2.0,25.96342945240217,193.88818044634615,1,SL
2025-04-01 18:00:00,2025-04-01 18:05:00,SHORT,84970.62988135369,84970.62988135369,-2.1255574522216243,,24.973407044791085,188.77973898589252,1,EXIT_SHORT
2025-04-02 13:45:00,2025-04-02 13:50:00,SHORT,85801.33023729261,85801.33023729261,-36.70619454591518,,26.78525003863846,257.2139596048268,2,EXIT_SHORT
2025-04-02 15:05:00,2025-04-02 15:30:00,LONG,86148.19796253486,87025.02388883271,3.406123144339015,5.0,38.14452071780352,301.2005251116283,1,TP
2025-04-02 15:30:00,2025-04-02 15:35:00,SHORT,87025.02388883271,87025.02388883271,-9.57166860735437,,40.38024819525698,302.82905903222627,1,EXIT_SHORT
2025-04-02 16:50:00,2025-04-02 17:25:00,LONG,87203.20079443045,86830.7129447891,-2.6145913172250927,7.0,30.788559779468027,239.24157259531083,1,SL
2025-04-02 17:25:00,2025-04-02 17:30:00,SHORT,86830.7129447891,86830.7129447891,-7.074543628015303,,29.19901106375694,241.17074598136006,1,EXIT_SHORT
2025-04-02 20:10:00,2025-04-02 20:15:00,SHORT,87948.17649371312,87948.17649371312,-0.28327517896572907,,26.860708149828653,412.6106994915656,1,EXIT_SHORT
2025-04-02 20:25:00,2025-04-02 20:30:00,SHORT,85709.78499938594,85709.78499938594,-27.061781535412926,,26.38759153493153,621.9377539296537,1,EXIT_SHORT
2025-04-04 10:45:00,2025-04-04 11:55:00,SHORT,82663.99673301542,82663.99673301542,-0.825164906622358,14.0,51.107734397936575,304.5026039501432,1,SL
2025-04-04 11:55:00,2025-04-04 12:00:00,LONG,82663.99673301542,82663.99673301542,-11.194717367104811,,48.87826904425626,305.20741795370407,1,EXIT
2025-04-04 19:35:00,2025-04-04 19:50:00,LONG,84427.98,83994.63967300905,-2.9445011257733773,3.0,17.77399478134294,277.4301101552732,1,SL
2025-04-04 19:50:00,2025-04-04 19:55:00,SHORT,83994.63967300905,83994.63967300905,-7.501957390049234,,16.7301088806567,271.39724514418236,1,EXIT_SHORT
2025-04-08 11:50:00,2025-04-08 12:40:00,LONG,79855.86220681647,79612.38883627951,-2.085751279088768,10.0,36.61913924958307,179.19900415493981,1,SL
2025-04-08 12:40:00,2025-04-08 12:45:00,SHORT,79612.38883627951,79612.38883627951,-17.52553356389741,,35.636087701048886,181.59621814387233,1,EXIT_SHORT
2025-04-08 13:10:00,2025-04-08 13:15:00,SHORT,80342.80894789037,80342.80894789037,10.542866374195487,,37.638607084286484,220.91288908676586,1,EXIT_SHORT
2025-04-09 20:35:00,2025-04-09 21:00:00,LONG,82466.01,83383.47935612517,3.754596617562973,5.0,44.59779856496442,304.72319904763566,1,TP
2025-04-09 21:00:00,2025-04-09 21:05:00,SHORT,83383.47935612517,83383.47935612517,5.251404775027694,,45.54224358177864,311.5293991156613,1,EXIT_SHORT
2025-04-10 00:10:00,2025-04-10 06:10:00,SHORT,82466.01,82466.01,3.060640313985541,,28.157231269989808,124.67086363564651,1,EXIT_SHORT
2025-04-10 06:35:00,2025-04-10 06:40:00,SHORT,81968.68245105012,81968.68245105012,-13.441156471583216,,23.812183653672392,122.1253639858171,1,EXIT_SHORT
2025-04-11 09:25:00,2025-04-11 10:15:00,LONG,81895.37439083535,82544.37509789979,2.447560208161491,10.0,45.95166677534342,211.79617422561103,1,TP
2025-04-11 10:15:00,2025-04-11 10:20:00,SHORT,82542.5285202152,82542.5285202152,-56.019668189004136,,47.85541169085706,212.3278760666392,1,EXIT_SHORT
2025-04-11 12:10:00,2025-04-11 12:55:00,SHORT,81895.37439083535,81895.37439083535,-26.31791379725183,,19.746255807934915,179.8782470210873,1,EXIT_SHORT
2025-04-11 16:35:00,2025-04-11 17:35:00,LONG,82795.44167229305,83609.60419249562,3.195310101867326,12.0,23.828496568572543,273.27989870251974,1,TP
2025-04-11 17:35:00,2025-04-11 17:40:00,SHORT,83609.60419249562,83609.60419249562,-26.120359439104583,,26.63082776014745,281.83704879519706,1,EXIT_SHORT
2025-04-11 20:15:00,2025-04-11 21:55:00,LONG,83767.66,83767.66,-0.7516364629471011,,9.970261280585598,149.52707306388223,1,EXIT
2025-04-11 22:15:00,2025-04-11 22:20:00,SHORT,83492.58014985458,83492.58014985458,-10.90973456363092,,12.683180586252373,138.84676875540887,1,EXIT_SHORT
2025-04-12 07:45:00,2025-04-12 08:00:00,LONG,83828.72884413818,83666.59813944329,-1.5987702714201477,3.0,43.59075351643724,106.22213877907768,1,SL
2025-04-12 08:00:00,2025-04-12 08:05:00,SHORT,83666.59813944329,83666.59813944329,-20.466504843146154,,43.3043289968304,107.70270029485765,1,EXIT_SHORT
2025-04-12 13:40:00,2025-04-12 13:45:00,SHORT,84235.47272175291,84235.47272175291,-16.97791225087756,,22.76746895266313,186.60899505204605,2,EXIT_SHORT
2025-04-12 15:35:00,2025-04-12 15:40:00,SHORT,85294.66065398189,85294.66065398189,-1.8919324379407865,,38.572296359892775,219.58137525766648,2,EXIT_SHORT
2025-04-12 18:45:00,2025-04-12 19:30:00,LONG,85099.88250382229,84922.49738657034,-1.644845963779541,9.0,26.967457428172526,126.066683802823,1,SL
2025-04-12 19:30:00,2025-04-12 19:35:00,SHORT,84922.49738657034,84922.49738657034,-16.874796256112973,,26.24572104805119,129.32549210262152,1,EXIT_SHORT
2025-04-12 20:30:00,2025-04-12 20:35:00,SHORT,85454.6527383262,85454.6527383262,-16.756236502645926,,26.503838420134514,138.31572689723885,1,EXIT_SHORT
2025-04-12 22:15:00,2025-04-12 22:30:00,LONG,85653.65905105708,85423.49313818532,-1.882047987722359,3.0,30.283165195536398,146.42907448475663,1,SL
